Sp1	Invader	Count1	Count2	Total	fAA	Date	Group	Rep	Pass
PM.A1.9	AA.0	1400.00	0.00	1400.00	0.00	20210207	PM	A1	9
PM.A1.9	AA.0	1600.00	0.00	1600.00	0.00	20210207	PM	A1	9
PM.A1.9	AA.0	1600.00	0.00	1600.00	0.00	20210207	PM	A1	9
PM.A1.9	AA.0	1800.00	0.00	1800.00	0.00	20210207	PM	A1	9
PM.A1.9	AA.0	3400.00	0.00	3400.00	0.00	20210207	PM	A1	9
PM.A1.9	AA.0	4200.00	0.00	4200.00	0.00	20210207	PM	A1	9
PM.A1.9	AA.0	4800.00	0.00	4800.00	0.00	20210207	PM	A1	9
PM.A1.9	AA.0	6000.00	0.00	6000.00	0.00	20210207	PM	A1	9
PM.A1.9	AA.0	10000.00	0.00	10000.00	0.00	20210207	PM	A1	9
PM.A1.9	AA.0	260.00	0.00	260.00	0.00	20210726	PM	A1	9
PM.A1.9	AA.0	200.00	200.00	400.00	0.50	20210726	PM	A1	9
PM.A1.9	AA.0	600.00	0.00	600.00	0.00	20210726	PM	A1	9
PM.A1.9	AA.0	1600.00	0.00	1600.00	0.00	20210726	PM	A1	9
PM.A1.9	AA.0	5000.00	600.00	5600.00	0.11	20210726	PM	A1	9
PM.A1.9	AA.0	20000.00	0.00	20000.00	0.00	20210726	PM	A1	9
PM.A1.9	AA.0	22000.00	0.00	22000.00	0.00	20210726	PM	A1	9
PM.A1.9	AA.0	44000.00	400.00	44400.00	0.01	20210726	PM	A1	9
PM.A1.9	AA.0	60000.00	0.00	60000.00	0.00	20210726	PM	A1	9
PM.A1.9	AA.0	60000.00	0.00	60000.00	0.00	20210726	PM	A1	9
PM.A1.9	AA.0	62000.00	0.00	62000.00	0.00	20210726	PM	A1	9
PM.A1.9	AA.0	70000.00	0.00	70000.00	0.00	20210726	PM	A1	9
PM.A1.9	AA.0	28000.00	0.00	28000.00	0.00	20210802	PM	A1	9
PM.A1.9	AA.0	460.00	60.00	520.00	0.12	20210802	PM	A1	9
PM.A1.9	AA.0	1000.00	20.00	1020.00	0.02	20210802	PM	A1	9
PM.A1.9	AA.0	60.00	0.00	60.00	0.00	20210802	PM	A1	9
PM.A1.9	AA.0	1400.00	80.00	1480.00	0.05	20210802	PM	A1	9
PM.A1.9	AA.0	500.00	0.00	500.00	0.00	20210802	PM	A1	9
PM.A1.9	AA.0	12000.00	0.00	12000.00	0.00	20210802	PM	A1	9
PM.A1.9	AA.0	300.00	0.00	300.00	0.00	20210802	PM	A1	9
PM.A1.9	AA.0	1000.00	400.00	1400.00	0.29	20210802	PM	A1	9
PM.A1.9	AA.0	1200.00	0.00	1200.00	0.00	20210802	PM	A1	9
PM.A1.9	AA.0	1400.00	0.00	1400.00	0.00	20210802	PM	A1	9
PM.A1.9	AA.0	1200.00	0.00	1200.00	0.00	20210802	PM	A1	9
PM.A1.9	AA.3	360.00	0.00	360.00	0.00	20210207	PM	A1	9
PM.A1.9	AA.3	400.00	40.00	440.00	0.09	20210207	PM	A1	9
PM.A1.9	AA.3	540.00	40.00	580.00	0.07	20210207	PM	A1	9
PM.A1.9	AA.3	560.00	20.00	580.00	0.03	20210207	PM	A1	9
PM.A1.9	AA.3	600.00	0.00	600.00	0.00	20210207	PM	A1	9
PM.A1.9	AA.3	600.00	0.00	600.00	0.00	20210207	PM	A1	9
PM.A1.9	AA.3	800.00	0.00	800.00	0.00	20210207	PM	A1	9
PM.A1.9	AA.3	1200.00	0.00	1200.00	0.00	20210207	PM	A1	9
PM.A1.9	AA.3	200.00	1200.00	1400.00	0.86	20210207	PM	A1	9
PM.A1.9	AA.3	800.00	600.00	1400.00	0.43	20210207	PM	A1	9
PM.A1.9	AA.3	2600.00	0.00	2600.00	0.00	20210207	PM	A1	9
PM.A1.9	AA.3	1200.00	2000.00	3200.00	0.63	20210207	PM	A1	9
PM.A1.9	AA.3	1200.00	800.00	2000.00	0.40	20210726	PM	A1	9
PM.A1.9	AA.3	1600.00	800.00	2400.00	0.33	20210726	PM	A1	9
PM.A1.9	AA.3	1600.00	1400.00	3000.00	0.47	20210726	PM	A1	9
PM.A1.9	AA.3	4000.00	600.00	4600.00	0.13	20210726	PM	A1	9
PM.A1.9	AA.3	2000.00	3600.00	5600.00	0.64	20210726	PM	A1	9
PM.A1.9	AA.3	14000.00	800.00	14800.00	0.05	20210726	PM	A1	9
PM.A1.9	AA.3	16000.00	1200.00	17200.00	0.07	20210726	PM	A1	9
PM.A1.9	AA.3	22000.00	2000.00	24000.00	0.08	20210726	PM	A1	9
PM.A1.9	AA.3	46000.00	0.00	46000.00	0.00	20210726	PM	A1	9
PM.A1.9	AA.3	60000.00	0.00	60000.00	0.00	20210726	PM	A1	9
PM.A1.9	AA.3	74000.00	0.00	74000.00	0.00	20210726	PM	A1	9
PM.A1.9	AA.3	78000.00	2000.00	80000.00	0.03	20210726	PM	A1	9
PM.A1.9	AA.3	1600.00	200.00	1800.00	0.11	20210802	PM	A1	9
PM.A1.9	AA.3	32000.00	0.00	32000.00	0.00	20210802	PM	A1	9
PM.A1.9	AA.3	1000.00	200.00	1200.00	0.17	20210802	PM	A1	9
PM.A1.9	AA.3	38000.00	400.00	38400.00	0.01	20210802	PM	A1	9
PM.A1.9	AA.3	12000.00	2000.00	14000.00	0.14	20210802	PM	A1	9
PM.A1.9	AA.3	2800.00	1200.00	4000.00	0.30	20210802	PM	A1	9
PM.A1.9	AA.3	44000.00	0.00	44000.00	0.00	20210802	PM	A1	9
PM.A1.9	AA.3	1600.00	40.00	1640.00	0.02	20210802	PM	A1	9
PM.A1.9	AA.3	52000.00	800.00	52800.00	0.02	20210802	PM	A1	9
PM.A1.9	AA.3	1800.00	20.00	1820.00	0.01	20210802	PM	A1	9
PM.A1.9	AA.3	3800.00	800.00	4600.00	0.17	20210802	PM	A1	9
PM.A1.9	AA.3	44000.00	0.00	44000.00	0.00	20210802	PM	A1	9
PM.I2.5	AA.0	4800.00	6000.00	10800.00	0.56	20220323	PM	I2	5
PM.I2.5	AA.0	5400.00	5000.00	10400.00	0.48	20220323	PM	I2	5
PM.I2.5	AA.0	7000.00	3000.00	10000.00	0.30	20220323	PM	I2	5
PM.I2.5	AA.0	400.00	3200.00	3600.00	0.89	20220323	PM	I2	5
PM.I2.5	AA.0	2200.00	1600.00	3800.00	0.42	20220323	PM	I2	5
PM.I2.5	AA.0	1600.00	1200.00	2800.00	0.43	20220323	PM	I2	5
PM.I2.5	AA.0	2800.00	2400.00	5200.00	0.46	20220323	PM	I2	5
PM.I2.5	AA.0	1000.00	1200.00	2200.00	0.55	20220323	PM	I2	5
PM.I2.5	AA.0	1000.00	400.00	1400.00	0.29	20220323	PM	I2	5
PM.I2.5	AA.0	4200.00	400.00	4600.00	0.09	20220323	PM	I2	5
PM.I2.5	AA.0	3000.00	2600.00	5600.00	0.46	20220323	PM	I2	5
PM.I2.5	AA.0	4200.00	6200.00	10400.00	0.60	20220323	PM	I2	5
PM.I2.5	AA.3	7000.00	200.00	7200.00	0.03	20220323	PM	I2	5
PM.I2.5	AA.3	8000.00	2200.00	10200.00	0.22	20220323	PM	I2	5
PM.I2.5	AA.3	3000.00	2800.00	5800.00	0.48	20220323	PM	I2	5
PM.I2.5	AA.3	8000.00	0.00	8000.00	0.00	20220323	PM	I2	5
PM.I2.5	AA.3	8000.00	3800.00	11800.00	0.32	20220323	PM	I2	5
PM.I2.5	AA.3	3400.00	1000.00	4400.00	0.23	20220323	PM	I2	5
PM.I2.5	AA.3	6000.00	2600.00	8600.00	0.30	20220323	PM	I2	5
PM.I2.5	AA.3	4600.00	600.00	5200.00	0.12	20220323	PM	I2	5
PM.I2.5	AA.3	3000.00	6000.00	9000.00	0.67	20220323	PM	I2	5
PM.I2.5	AA.3	6000.00	400.00	6400.00	0.06	20220323	PM	I2	5
PM.I2.5	AA.3	7000.00	200.00	7200.00	0.03	20220323	PM	I2	5
PM.I2.5	AA.3	3000.00	6000.00	9000.00	0.67	20220323	PM	I2	5
PM.I2.9	AA.0	140.00	0.00	140.00	0.00	20211215	PM	I2	9
PM.I2.9	AA.0	180.00	0.00	180.00	0.00	20211215	PM	I2	9
PM.I2.9	AA.0	200.00	0.00	200.00	0.00	20211215	PM	I2	9
PM.I2.9	AA.0	260.00	0.00	260.00	0.00	20211215	PM	I2	9
PM.I2.9	AA.0	300.00	0.00	300.00	0.00	20211215	PM	I2	9
PM.I2.9	AA.0	300.00	0.00	300.00	0.00	20211215	PM	I2	9
PM.I2.9	AA.0	320.00	0.00	320.00	0.00	20211215	PM	I2	9
PM.I2.9	AA.0	440.00	0.00	440.00	0.00	20211215	PM	I2	9
PM.I2.9	AA.0	460.00	0.00	460.00	0.00	20211215	PM	I2	9
PM.I2.9	AA.0	1400.00	0.00	1400.00	0.00	20211215	PM	I2	9
PM.I2.9	AA.0	1400.00	0.00	1400.00	0.00	20211215	PM	I2	9
PM.I2.9	AA.0	2400.00	0.00	2400.00	0.00	20211215	PM	I2	9
PM.I2.9	AA.0	220.00	0.00	220.00	0.00	20220126	PM	I2	9
PM.I2.9	AA.0	220.00	0.00	220.00	0.00	20220126	PM	I2	9
PM.I2.9	AA.0	240.00	0.00	240.00	0.00	20220126	PM	I2	9
PM.I2.9	AA.0	260.00	0.00	260.00	0.00	20220126	PM	I2	9
PM.I2.9	AA.0	280.00	0.00	280.00	0.00	20220126	PM	I2	9
PM.I2.9	AA.0	420.00	0.00	420.00	0.00	20220126	PM	I2	9
PM.I2.9	AA.0	440.00	0.00	440.00	0.00	20220126	PM	I2	9
PM.I2.9	AA.0	580.00	0.00	580.00	0.00	20220126	PM	I2	9
PM.I2.9	AA.0	1000.00	0.00	1000.00	0.00	20220126	PM	I2	9
PM.I2.9	AA.0	1600.00	0.00	1600.00	0.00	20220126	PM	I2	9
PM.I2.9	AA.0	4400.00	0.00	4400.00	0.00	20220126	PM	I2	9
PM.I2.9	AA.0	6000.00	0.00	6000.00	0.00	20220126	PM	I2	9
PM.I2.9	AA.0	100.00	20.00	120.00	0.17	20220216	PM	I2	9
PM.I2.9	AA.0	140.00	4.00	144.00	0.03	20220216	PM	I2	9
PM.I2.9	AA.0	120.00	40.00	160.00	0.25	20220216	PM	I2	9
PM.I2.9	AA.0	220.00	0.00	220.00	0.00	20220216	PM	I2	9
PM.I2.9	AA.0	380.00	120.00	500.00	0.24	20220216	PM	I2	9
PM.I2.9	AA.0	600.00	20.00	620.00	0.03	20220216	PM	I2	9
PM.I2.9	AA.0	3800.00	400.00	4200.00	0.10	20220216	PM	I2	9
PM.I2.9	AA.0	2800.00	1800.00	4600.00	0.39	20220216	PM	I2	9
PM.I2.9	AA.0	2400.00	3400.00	5800.00	0.59	20220216	PM	I2	9
PM.I2.9	AA.0	2000.00	4400.00	6400.00	0.69	20220216	PM	I2	9
PM.I2.9	AA.3	100.00	0.00	100.00	0.00	20211215	PM	I2	9
PM.I2.9	AA.3	140.00	0.00	140.00	0.00	20211215	PM	I2	9
PM.I2.9	AA.3	140.00	0.00	140.00	0.00	20211215	PM	I2	9
PM.I2.9	AA.3	200.00	0.00	200.00	0.00	20211215	PM	I2	9
PM.I2.9	AA.3	240.00	0.00	240.00	0.00	20211215	PM	I2	9
PM.I2.9	AA.3	60.00	80.00	140.00	0.57	20220126	PM	I2	9
PM.I2.9	AA.3	1000.00	2000.00	3000.00	0.67	20220126	PM	I2	9
PM.I2.9	AA.3	160.00	2.00	162.00	0.01	20220216	PM	I2	9
PM.I2.9	AA.3	220.00	2.00	222.00	0.01	20220216	PM	I2	9
PM.I2.9	AA.3	240.00	20.00	260.00	0.08	20220216	PM	I2	9
PM.I2.9	AA.3	300.00	60.00	360.00	0.17	20220216	PM	I2	9
PM.I2.9	AA.3	440.00	40.00	480.00	0.08	20220216	PM	I2	9
PM.I2.9	AA.3	560.00	20.00	580.00	0.03	20220216	PM	I2	9
PM.I2.9	AA.3	380.00	280.00	660.00	0.42	20220216	PM	I2	9
PM.I2.9	AA.3	6200.00	0.00	6200.00	0.00	20220216	PM	I2	9
PM.I2.9	AA.3	1000.00	6000.00	7000.00	0.86	20220216	PM	I2	9
PM.I2.9	AA.3	5400.00	3400.00	8800.00	0.39	20220216	PM	I2	9
SS.0	AA.0	80.00	20.00	100.00	0.20	20210207	SS	0	0
SS.0	AA.0	20.00	140.00	160.00	0.88	20210207	SS	0	0
SS.0	AA.0	200.00	0.00	200.00	0.00	20210207	SS	0	0
SS.0	AA.0	200.00	0.00	200.00	0.00	20210207	SS	0	0
SS.0	AA.0	240.00	160.00	400.00	0.40	20210207	SS	0	0
SS.0	AA.0	360.00	140.00	500.00	0.28	20210207	SS	0	0
SS.0	AA.0	12000.00	10000.00	22000.00	0.45	20210207	SS	0	0
SS.0	AA.0	140000.00	0.00	140000.00	0.00	20210207	SS	0	0
SS.0	AA.0	60.00	80.00	140.00	0.57	20210726	SS	0	0
SS.0	AA.0	180.00	20.00	200.00	0.10	20210726	SS	0	0
SS.0	AA.0	40.00	200.00	240.00	0.83	20210726	SS	0	0
SS.0	AA.0	100.00	220.00	320.00	0.69	20210726	SS	0	0
SS.0	AA.0	60.00	300.00	360.00	0.83	20210726	SS	0	0
SS.0	AA.0	360.00	240.00	600.00	0.40	20210726	SS	0	0
SS.0	AA.0	200.00	600.00	800.00	0.75	20210726	SS	0	0
SS.0	AA.0	200.00	2600.00	2800.00	0.93	20210726	SS	0	0
SS.0	AA.0	1400.00	2000.00	3400.00	0.59	20210726	SS	0	0
SS.0	AA.0	4000.00	12000.00	16000.00	0.75	20210726	SS	0	0
SS.0	AA.0	8000.00	54000.00	62000.00	0.87	20210726	SS	0	0
SS.0	AA.0	46000.00	60000.00	106000.00	0.57	20210726	SS	0	0
SS.0	AA.0	1400.00	1000.00	2400.00	0.42	20210802	SS	0	0
SS.0	AA.0	2000.00	20.00	2020.00	0.01	20210802	SS	0	0
SS.0	AA.0	52000.00	30000.00	82000.00	0.37	20210802	SS	0	0
SS.0	AA.0	160.00	0.00	160.00	0.00	20210802	SS	0	0
SS.0	AA.0	800.00	1200.00	2000.00	0.60	20210802	SS	0	0
SS.0	AA.0	8000.00	40000.00	48000.00	0.83	20210802	SS	0	0
SS.0	AA.0	0.00	44000.00	44000.00	1.00	20210802	SS	0	0
SS.0	AA.0	4000.00	6000.00	10000.00	0.60	20210802	SS	0	0
SS.0	AA.0	2000.00	6000.00	8000.00	0.75	20210802	SS	0	0
SS.0	AA.0	12000.00	60000.00	72000.00	0.83	20210802	SS	0	0
SS.0	AA.0	0.00	380.00	380.00	1.00	20210802	SS	0	0
SS.0	AA.0	4000.00	8000.00	12000.00	0.67	20210802	SS	0	0
SS.0	AA.3	0.00	100.00	100.00	1.00	20210207	SS	0	0
SS.0	AA.3	80.00	120.00	200.00	0.60	20210207	SS	0	0
SS.0	AA.3	20.00	180.00	200.00	0.90	20210207	SS	0	0
SS.0	AA.3	160.00	160.00	320.00	0.50	20210207	SS	0	0
SS.0	AA.3	300.00	140.00	440.00	0.32	20210207	SS	0	0
SS.0	AA.3	0.00	600.00	600.00	1.00	20210207	SS	0	0
SS.0	AA.3	200.00	1400.00	1600.00	0.88	20210207	SS	0	0
SS.0	AA.3	800.00	800.00	1600.00	0.50	20210207	SS	0	0
SS.0	AA.3	600.00	3400.00	4000.00	0.85	20210207	SS	0	0
SS.0	AA.3	20000.00	10000.00	30000.00	0.33	20210207	SS	0	0
SS.0	AA.3	20.00	320.00	340.00	0.94	20210726	SS	0	0
SS.0	AA.3	400.00	7000.00	7400.00	0.95	20210726	SS	0	0
SS.0	AA.3	0.00	16000.00	16000.00	1.00	20210726	SS	0	0
SS.0	AA.3	30000.00	2000.00	32000.00	0.06	20210726	SS	0	0
SS.0	AA.3	10000.00	30000.00	40000.00	0.75	20210726	SS	0	0
SS.0	AA.3	4000.00	42000.00	46000.00	0.91	20210726	SS	0	0
SS.0	AA.3	10000.00	46000.00	56000.00	0.82	20210726	SS	0	0
SS.0	AA.3	0.00	64000.00	64000.00	1.00	20210726	SS	0	0
SS.0	AA.3	16000.00	56000.00	72000.00	0.78	20210726	SS	0	0
SS.0	AA.3	8000.00	80000.00	88000.00	0.91	20210726	SS	0	0
SS.0	AA.3	18000.00	80000.00	98000.00	0.82	20210726	SS	0	0
SS.0	AA.3	30000.00	8000.00	38000.00	0.21	20210802	SS	0	0
SS.0	AA.3	0.00	20.00	20.00	1.00	20210802	SS	0	0
SS.0	AA.3	30000.00	200.00	30200.00	0.01	20210802	SS	0	0
SS.0	AA.3	26000.00	12000.00	38000.00	0.32	20210802	SS	0	0
SS.0	AA.3	6000.00	34000.00	40000.00	0.85	20210802	SS	0	0
SS.0	AA.3	12000.00	36000.00	48000.00	0.75	20210802	SS	0	0
SS.0	AA.3	32000.00	44000.00	76000.00	0.58	20210802	SS	0	0
SS.0	AA.3	16000.00	16000.00	32000.00	0.50	20210802	SS	0	0
SS.0	AA.3	200.00	200.00	400.00	0.50	20210802	SS	0	0
SS.0	AA.3	56000.00	400.00	56400.00	0.01	20210802	SS	0	0
SS.0	AA.3	6000.00	14000.00	20000.00	0.70	20210802	SS	0	0
SS.0	AA.3	12000.00	8000.00	20000.00	0.40	20210802	SS	0	0
